ID,tipo,gas_price
11352,regular,17.91
11352,premium,20.58
11346,regular,23.8
3121,regular,21.88
3121,premium,23.44
11348,regular,22.95
11351,diesel,22.39
11351,regular,17.91
11351,premium,20.58
11350,diesel,25.25
11350,regular,23.75
11350,premium,25.65
11349,regular,23.55
11349,premium,25.65
11347,diesel,24.59
11347,regular,22.99
11347,premium,24.49
11344,regular,22.05
11344,diesel,23.75
11342,regular,22.05
11342,diesel,23.75
11343,regular,22.25
11343,diesel,24.05
11343,premium,24.15
11341,regular,17.49
2996,premium,24.04
2996,regular,21.99
2996,diesel,23.99
2845,premium,24.59
2845,regular,22.99
3134,regular,23.19
2868,regular,23.1
2868,diesel,24.2
2977,regular,23.47
2860,regular,23.05
2860,diesel,24.1
3027,regular,22.29
3027,diesel,24.04
2982,diesel,24.1
2982,premium,25.5
2982,regular,22.49
2826,regular,22.45
2826,premium,25.19
2968,regular,22.67
3065,diesel,24.94
3065,premium,24.89
3065,regular,22.79
3142,regular,23.87
3148,regular,22.89
2948,regular,23.99
2948,premium,25.99
2948,diesel,24.19
14580,regular,22.39
14580,premium,23.64
10306,regular,24.49
10306,premium,25.99
2873,premium,20.34
2873,regular,19.71
2873,diesel,19.89
10769,diesel,24.49
10769,premium,25.99
10769,regular,21.99
10410,regular,23.75
10691,regular,21.99
10691,premium,25.99
10691,diesel,23.99
10405,regular,23.65
10580,regular,21.29
10426,regular,22.75
10426,premium,23.39
10366,regular,22.99
10366,diesel,24.08
10366,premium,24.04
10273,regular,22.59
10273,premium,23.84
10356,regular,21.79
10356,premium,24.04
10356,diesel,23.99
10322,regular,22.75
10322,premium,24.29
2799,regular,23.09
2799,diesel,24.29
2799,premium,25.69
10456,regular,22.56
10488,regular,22.99
10488,premium,24.04
10488,diesel,23.98
10694,regular,22.39
10694,premium,24.04
10284,regular,22.75
10284,premium,24.29
10493,diesel,23.99
10493,premium,24.04
10493,regular,21.99
10430,premium,23.94
10430,diesel,23.98
10430,regular,20.99
10391,regular,22.75
10391,premium,24.29
10662,regular,22.99
10662,premium,24.04
10662,diesel,23.98
10738,regular,21.79
10738,premium,24.04
10738,diesel,23.98
10614,regular,22.29
10614,premium,24.49
10614,diesel,24.79
3113,premium,25.29
3113,regular,22.99
10414,regular,22.75
10414,premium,24.29
10588,regular,22.59
10588,premium,24.34
10420,regular,20.99
10420,premium,25.09
10420,diesel,23.98
10505,premium,26.19
10505,regular,23.79
10566,regular,22.39
10566,premium,23.64
10287,regular,21.99
10570,regular,23.28
10570,diesel,25.19
10570,premium,24.92
10340,regular,20.23
10340,diesel,24.25
10449,regular,22.65
14539,regular,19.81
14539,premium,20.8
10746,regular,22.46
10377,premium,24.89
10377,regular,22.99
10377,diesel,24.99
10494,regular,22.45
10545,regular,22.54
10545,premium,24.7
10387,regular,22.54
10565,premium,24.49
10565,diesel,24.01
10565,regular,22.47
10529,regular,22.57
10586,regular,22.99
10463,diesel,23.59
10463,regular,22.99
10526,regular,22.99
10526,premium,24.99
2804,regular,23.19
10645,regular,22.54
10693,regular,23.3
10667,regular,22.67
10337,regular,23.69
10337,diesel,24.5
10337,premium,25.99
10792,regular,19.77
10792,diesel,16.79
10723,regular,20.99
10483,regular,23.29
10681,regular,22.1
10681,premium,24.89
10329,regular,22.59
10329,premium,24.99
10389,regular,21.92
3107,regular,23.29
10404,regular,19.98
10305,regular,22.99
10379,regular,22.16
10560,diesel,23.95
10560,regular,21.95
10268,regular,19.38
10268,premium,21.78
10268,diesel,24.39
10286,regular,23.09
10470,regular,22.95
10470,diesel,23.99
10701,diesel,18.79
10490,regular,22.15
10490,diesel,23.39
10415,regular,21.89
2883,diesel,24.99
2883,regular,22.99
2883,premium,26.19
10752,regular,23.29
10367,regular,23.29
10516,regular,21.45
10779,regular,21.09
10589,regular,21.14
10589,premium,23.19
10278,premium,24.89
10278,regular,22.39
10357,premium,25.49
10357,regular,22.99
10299,regular,23.74
10671,regular,22.99
10736,diesel,24.24
10736,premium,25.49
10736,regular,22.99
3074,regular,23.03
3074,diesel,24.51
10790,regular,19.99
10275,regular,22.97
10672,regular,21.8
10672,premium,24.19
10296,regular,22.45
10346,regular,22.45
10489,regular,22.23
10489,premium,24.58
10568,premium,24.98
10568,regular,22.23
10568,diesel,23.99
10593,regular,17.65
10593,diesel,22.64
10355,regular,22.29
10675,premium,26.18
10675,regular,21.99
3137,diesel,24.25
3137,regular,22.6
3137,premium,24.99
10711,regular,23.39
10382,regular,23.39
10295,regular,21.3
10295,premium,23.6
10359,regular,21.8
10604,premium,23.92
10604,regular,22.63
10351,regular,22.19
10351,premium,24.55
10784,regular,22.8
10478,regular,22.49
10461,regular,21.3
10461,premium,23.6
10722,regular,22.78
3019,regular,22.24
10727,regular,24
10621,regular,21.39
10621,premium,23.69
10282,regular,23.44
10386,regular,23.35
10756,diesel,24.09
10756,regular,22.69
10756,premium,24.99
10770,premium,24.99
10770,regular,22.2
10422,regular,23.5
10401,regular,20.95
10401,premium,23.69
10539,regular,22.59
10539,diesel,23.99
10539,premium,22.85
10343,regular,22
3047,diesel,23.75
3047,premium,24.19
3047,regular,22.39
10267,regular,22.8
10530,regular,21.65
10530,diesel,23.2
10518,regular,21.69
10518,diesel,23.29
10518,premium,23.99
10495,regular,21.97
10447,regular,21.65
10680,premium,24.95
10680,regular,23.45
10274,regular,23.29
10429,regular,21.45
10429,premium,24.38
10708,regular,23.04
10486,regular,22.65
2754,regular,22.55
10553,diesel,23.49
10553,regular,21.15
10610,regular,22.49
10475,regular,21.1
10475,premium,23.35
10737,regular,21.49
10365,regular,21.99
10726,premium,22.99
10726,regular,20.99
10452,regular,21.7
10452,premium,24.3
10647,premium,26.99
10647,regular,23.99
10394,regular,18.95
10638,diesel,25.25
10638,regular,23.75
10638,premium,25.65
2915,regular,20.55
2915,premium,23.79
10602,regular,22.88
10517,regular,17.45
10650,regular,22.79
10492,regular,21.08
10358,regular,23.89
10480,diesel,24.17
10480,premium,25.79
10480,regular,23.65
10556,regular,22.49
10628,regular,20.19
10590,regular,17.53
10578,regular,23.89
2967,premium,24.39
2967,regular,22.29
2967,diesel,24.04
10577,regular,20.48
10709,regular,22.49
10718,regular,17.59
10630,regular,17.99
10535,regular,17.99
10697,regular,17.99
10510,regular,17.85
10637,regular,22.49
10453,regular,17.99
10721,regular,17.29
10721,diesel,23.76
2766,regular,23.29
10643,regular,17.29
10643,diesel,23.75
10758,regular,17.65
10758,diesel,23.75
10432,regular,22.59
10561,regular,18.99
10376,regular,22.39
10444,regular,17.29
10458,regular,17.85
10344,regular,17.99
10606,regular,17.99
10443,diesel,23.75
10443,regular,20.99
2875,regular,23.39
2875,premium,25.14
10484,regular,23.99
10484,diesel,24.89
10583,premium,23.99
10583,regular,21.99
10754,diesel,23.79
10754,regular,21.99
10283,regular,22.29
10664,regular,21.66
10600,regular,22.66
10759,regular,23.6
10771,regular,22.29
10771,diesel,24.39
10385,regular,16.97
10385,premium,21
10385,diesel,22.4
10311,regular,22.99
2829,regular,23.35
2829,premium,26.19
10611,premium,24.7
10611,regular,22.7
10611,diesel,24.24
10441,regular,22.49
10393,regular,22.49
10383,regular,22.49
10696,premium,26.49
10696,diesel,24.89
10696,regular,24.19
10789,diesel,24.68
10789,regular,22.99
10427,regular,20.99
10634,regular,22.09
10572,regular,22.24
10659,regular,22.25
2783,regular,23.98
10381,regular,21.9
10381,premium,24.65
10778,regular,23.89
10363,regular,23.99
10363,diesel,24.89
10363,premium,26.89
10499,diesel,22.99
10499,regular,22.99
10521,regular,23.89
10594,regular,23.89
10635,regular,23.89
10468,regular,23.89
10451,regular,22.88
10469,diesel,22.19
10469,regular,21.39
10469,premium,24.69
3138,regular,23.94
10528,premium,24.79
10528,regular,22.59
10791,regular,22.29
10349,premium,24.79
10349,regular,22.59
10613,regular,21.59
10613,premium,24.29
10669,regular,22.59
10457,regular,21.85
10735,regular,23.69
10618,regular,22.39
10654,regular,20.95
10595,regular,21.97
2755,regular,22.69
2755,premium,25.99
10473,regular,19.51
10473,premium,22.62
10473,diesel,0.01
10471,regular,22.22
10338,diesel,23.42
10338,regular,21.94
10338,premium,24.39
10609,regular,21.1
10609,diesel,23.1
10609,premium,23.19
10609,diesel,20.79
10626,regular,22.99
10541,regular,22.99
10750,premium,24.99
10750,diesel,23.99
10750,regular,21.99
10631,regular,22.93
10631,premium,25.04
10786,regular,23.39
10576,premium,22.95
10576,regular,20.75
10576,diesel,22.95
2984,regular,22.79
10676,regular,21.99
10704,regular,23.35
10704,diesel,24.99
10704,premium,24.75
10677,regular,21.41
10542,regular,21.39
10542,diesel,22.85
10689,regular,21.79
10511,regular,21.59
10563,regular,24.3
10684,regular,21.79
10785,regular,21.59
10312,regular,22.85
3041,regular,23.47
10288,regular,24.3
10288,premium,26.5
10288,diesel,24.8
10336,regular,22.16
10538,premium,24.99
10538,regular,22.59
10730,regular,22.79
10730,diesel,23.98
10581,regular,21.95
10690,regular,21.8
10423,regular,22.7
10423,premium,24.59
10390,regular,19.75
10418,regular,18.75
10418,premium,19.99
10445,regular,23.3
10445,premium,25.45
2778,diesel,24.59
2778,regular,22.99
2778,premium,24.99
10291,regular,22.7
10479,diesel,24.19
10479,regular,23.09
10413,regular,23.09
10398,regular,23.09
10666,regular,22.79
10649,regular,22.69
10294,regular,22.15
10294,diesel,23.15
10372,regular,21.59
10372,diesel,23.22
10552,regular,23.49
10552,premium,25.99
10575,regular,18.78
2821,regular,22.55
10584,regular,22.79
10289,regular,23.58
10692,regular,22.59
10607,regular,22.59
10780,diesel,23.85
10780,regular,21.05
10715,regular,25.29
10715,diesel,24.89
10715,premium,26.89
10300,premium,26.79
10300,regular,23.39
10766,premium,23.79
10766,regular,21.99
10699,regular,22.69
10400,premium,23.99
10400,regular,21.69
10400,diesel,23.49
10400,diesel,20.26
2838,regular,23.98
2838,premium,25.98
10334,regular,23.16
10419,regular,21.65
10419,diesel,21.65
10710,regular,22.98
10710,diesel,17.15
10370,regular,22.99
10536,regular,22.15
10371,regular,21.99
10371,premium,23.49
10768,diesel,24.3
10768,regular,23.6
10768,premium,25.55
10397,regular,16.95
10716,regular,21.99
10716,premium,23.99
10682,regular,21.99
10682,premium,24.99
2895,diesel,24.6
2895,regular,22.8
10428,regular,22.98
10761,regular,25.3
10327,regular,24.05
10327,premium,24.95
10327,diesel,24.97
10392,diesel,24.74
10392,premium,25.79
10392,regular,23.78
10501,regular,21.49
10501,premium,24.89
10555,regular,21.89
10315,regular,21.99
10315,premium,24.89
10599,regular,23.09
10599,diesel,24.49
10724,regular,22.74
10653,premium,22.99
10653,regular,21.79
10653,diesel,20.59
2782,regular,22.99
2782,diesel,23.99
2782,premium,25.49
10782,regular,18.5
10782,diesel,23.2
10782,premium,22.49
10632,regular,20.95
10632,premium,23.36
10323,premium,22.95
10323,regular,21.45
10442,regular,24.09
10462,regular,22.19
10467,regular,20.99
10467,premium,23.99
10776,regular,18.19
10751,regular,18.29
10751,diesel,22.99
10751,premium,22.49
10674,regular,21.35
10674,diesel,23.25
10674,premium,23.69
10302,premium,23.99
10302,regular,21.99
10302,diesel,20.26
2975,diesel,24.25
2975,regular,22.97
10396,premium,23.79
10396,regular,20.97
10407,regular,21.29
10407,premium,23.79
10407,diesel,19.67
10620,regular,21.39
10620,premium,22.99
10620,diesel,22.75
10670,premium,23.99
10670,regular,21.69
10629,regular,18.99
10629,premium,22.99
10741,regular,21.99
10436,regular,20.99
10313,regular,20.99
10313,premium,23.99
10301,premium,23.99
10301,regular,21.69
10301,diesel,23.49
10301,diesel,20.26
10304,premium,24.25
10304,regular,21.89
10304,diesel,24.24
2882,regular,18.49
2882,premium,21.99
10318,regular,22.15
10476,regular,22.45
10476,premium,25.1
10476,diesel,25.15
10558,regular,21.39
10558,diesel,23.4
10558,premium,23.5
10266,regular,22.85
10266,premium,25.25
10266,diesel,25.1
10673,regular,23.15
10261,regular,21.95
10269,regular,21.9
10543,regular,23.99
10352,regular,21.4
10352,premium,23.9
10644,premium,23.99
10644,regular,21.69
10644,diesel,23.49
2988,regular,22.89
10739,premium,24.98
10739,diesel,24.55
10739,regular,22.39
10515,diesel,24.7
10515,regular,23.5
10515,premium,25.78
10772,premium,23.54
10772,regular,21.99
10772,diesel,23.99
10591,regular,22.79
10591,premium,25.69
10591,diesel,23.49
10622,regular,23
10622,premium,25.9
10622,diesel,24.8
10368,regular,22.58
10503,regular,22.8
10503,premium,24.79
10310,regular,23.99
10524,regular,21.65
10433,regular,22.29
2907,regular,17.89
10688,regular,22.06
10472,regular,23.49
10331,premium,24.89
10331,regular,22.89
10713,regular,21.99
10777,regular,23.99
10548,premium,24.9
10548,diesel,24.5
10548,regular,22.5
10557,regular,21.49
10557,premium,23.69
10448,regular,22.4
10497,regular,23.17
10497,premium,21.88
10497,diesel,21.55
10464,regular,22.4
2872,regular,23.65
10421,regular,23.25
10485,regular,21.4
10362,regular,21.38
10362,premium,24.59
10465,diesel,24.3
10465,regular,21.89
10465,premium,24.35
10657,regular,20.79
10765,regular,20.79
10270,regular,21.99
10270,premium,24.79
10550,regular,20.98
10597,regular,20.89
10597,diesel,23.26
10532,regular,22.99
3013,regular,23.39
10700,premium,23.57
10700,regular,20.99
10292,regular,20.57
10292,diesel,22.57
10292,premium,23.77
10534,regular,22.99
10601,regular,17.78
10636,regular,20.29
10636,diesel,22.99
10636,premium,22.99
10277,regular,21.21
10755,regular,16.31
10755,diesel,17.06
10612,regular,22.1
10298,premium,22.99
10298,regular,21.79
10298,diesel,20.4
10508,premium,22.99
10508,regular,21.79
2892,regular,22.99
2892,premium,25.04
10454,premium,22.99
10454,regular,21.79
10454,diesel,18.39
10579,regular,21.39
10579,premium,22.99
10571,premium,25.24
10571,regular,22.84
10668,regular,21.09
10522,regular,23.29
10522,diesel,25.19
10522,premium,25.99
10522,diesel,24.94
10551,regular,21.39
10551,diesel,23.24
10551,premium,24.33
10348,regular,21.6
10348,premium,24.25
10348,diesel,23.85
10707,premium,24.79
10707,regular,21.79
10679,regular,21.95
10679,premium,24.99
10562,regular,22.15
2928,premium,25.99
2928,regular,23.65
10787,regular,20.89
10440,regular,23.43
10733,diesel,23.49
10733,regular,21.89
10733,premium,23.99
10705,regular,21.95
10705,diesel,23.76
10633,diesel,23.89
10633,premium,23.95
10633,regular,21.5
10760,regular,17.91
10760,premium,20.58
10285,regular,21.69
10285,premium,24.81
10734,diesel,24.49
10734,premium,25.19
10734,regular,22.59
10616,regular,20.78
10264,regular,22.99
10264,premium,25.59
3042,regular,22.99
10416,regular,21.99
10416,premium,25.19
10712,regular,21.85
10276,regular,21.1
10276,diesel,23.1
10276,premium,23.19
10314,regular,22.6
10280,regular,20.87
10280,diesel,23.5
10749,diesel,18.79
10384,regular,20.99
10384,premium,23.99
10742,regular,21.67
10742,diesel,23.49
10531,regular,21.23
10605,regular,21.83
10605,premium,24.79
10605,diesel,24.19
3133,regular,22.89
10783,regular,20.89
10783,diesel,20.69
10587,premium,23.9
10587,regular,22.09
10567,regular,21.79
10567,diesel,21.69
10767,diesel,24.18
10767,regular,22.28
10661,diesel,23.39
10661,regular,22.19
10319,regular,21.93
10406,regular,21.99
10406,premium,23.99
10775,regular,23.1
10775,premium,25.3
10559,regular,21.99
10559,premium,24.29
10665,diesel,21.89
10665,premium,19.99
10665,regular,16.99
2929,regular,23.69
10773,regular,21.65
10745,diesel,22.99
10745,regular,21.9
10745,premium,24.8
10719,regular,22.79
10719,diesel,24.69
10719,premium,24.99
10598,regular,22.25
10573,diesel,23.55
10573,premium,24.79
10573,regular,21.79
10533,regular,23.19
10533,premium,25.99
10757,diesel,23.55
10757,premium,24.79
10757,regular,21.79
10615,regular,24.3
10574,regular,22.3
10574,diesel,24.35
10431,regular,20.99
2818,regular,22.99
10272,regular,21.4
10272,premium,23
10326,regular,23.15
10347,regular,21.49
10347,premium,23.99
10686,diesel,21.89
10686,premium,19.99
10686,regular,16.99
10297,regular,23.29
10297,diesel,16.59
10788,regular,21.9
10685,regular,23.15
10474,regular,22.99
10720,regular,21.89
10720,premium,24.09
10290,regular,22.49
2795,regular,22.29
2795,diesel,23.19
2795,premium,24.99
10678,regular,22.4
10544,premium,25.69
10544,regular,23.39
10544,diesel,23.99
10303,regular,22.35
10549,regular,22.93
10512,regular,22.99
10540,regular,22.8
10743,regular,22.74
10743,premium,25.19
10375,regular,21.49
10360,regular,22.19
10360,premium,23.99
10652,regular,22.19
10652,premium,23.99
2916,regular,22.29
2916,diesel,23.19
2916,premium,24.99
10687,regular,21.79
10687,diesel,23.3
10687,premium,23.99
10350,regular,22.19
10655,regular,23.99
10655,premium,25.99
10388,regular,23.61
10714,regular,23.61
10354,regular,23.95
10341,regular,21.99
10434,regular,23.09
10491,regular,17.19
10491,diesel,24.39
10491,premium,21.28
10339,regular,19.38
10339,diesel,24.39
10339,premium,21.58
2791,regular,21.85
2791,premium,22.99
2791,diesel,24.59
10408,regular,23.69
10364,regular,19.38
10364,diesel,24.39
10364,premium,21.58
10585,regular,19.38
10585,premium,21.58
10373,regular,19.38
10373,diesel,24.39
10373,premium,21.58
10308,regular,22.99
10435,regular,23.39
10435,premium,26.49
10435,diesel,25.19
10623,regular,24.49
10265,diesel,24.29
10265,regular,22.59
10642,regular,21.19
10642,premium,23.68
10642,diesel,23.19
10519,regular,21.19
10519,premium,23.68
10519,diesel,23.19
3127,diesel,23.19
3127,regular,20.99
3127,premium,24.99
10660,regular,20.89
10660,diesel,21.25
10619,diesel,23.99
10619,regular,21.99
10619,premium,23.99
10328,regular,21.99
10374,diesel,23.99
10374,regular,21.99
10374,premium,23.99
10525,diesel,23.99
10525,regular,21.99
10525,premium,23.99
10744,regular,21.99
10744,premium,23.99
10380,regular,22.3
10380,diesel,23.99
10477,regular,23.5
10369,diesel,23.99
10369,regular,21.99
10369,premium,23.99
10663,diesel,23.99
10663,regular,21.99
10663,premium,23.99
3145,diesel,23.19
3145,regular,21.99
3145,premium,24.99
10698,regular,21.39
10459,premium,26.3
10459,regular,23.6
10608,regular,23.79
10500,regular,23.99
10656,regular,23.2
10554,premium,26.49
10554,regular,23.69
10417,regular,20.99
10646,regular,20.99
10646,diesel,21.15
10658,regular,20.99
10658,diesel,21.13
10564,regular,21.99
2831,regular,21.09
2831,diesel,23.11
2831,premium,24.99
10703,regular,20.89
10648,regular,21.39
10504,regular,22.81
10504,premium,24.95
10504,diesel,24.58
10596,regular,19.69
10466,regular,21.99
10466,premium,23.99
10507,regular,21.99
10547,regular,24.04
10762,diesel,23.99
10762,regular,21.99
10762,premium,23.99
10353,regular,21.99
10353,premium,24.39
10496,regular,20.69
10496,premium,24.89
2987,diesel,23.59
2987,regular,20.39
2987,premium,23.49
10309,regular,20.69
10706,regular,22.59
10732,diesel,24.49
10732,premium,23.94
10732,regular,22.99
10617,regular,20.95
10617,premium,23.36
10263,regular,22.2
10639,regular,22.39
10345,regular,21.99
10345,premium,23.99
10592,regular,21.85
10683,diesel,23.09
10683,regular,21.19
10683,premium,23.99
10725,regular,21.49
2759,regular,22.29
2759,diesel,24.69
2759,premium,24.99
10293,regular,20.99
10293,premium,23.95
10748,regular,22.9
10527,regular,21.66
10527,premium,23.76
10527,diesel,23.29
10402,regular,22.49
10402,premium,24.85
10324,regular,22.41
10324,premium,25.43
10324,diesel,23.95
10702,diesel,23.29
10702,regular,21.15
10307,regular,17.99
10520,regular,20.89
10520,diesel,23.25
10520,premium,23.59
10325,regular,22.5
10651,regular,21.49
10651,diesel,23.69
2774,regular,21.59
2774,premium,23.99
10317,regular,21.99
10412,regular,23.59
10342,regular,23.29
10425,regular,23.29
10728,regular,22.89
10333,regular,23.39
10411,regular,22.39
10487,regular,23.99
10640,regular,22.88
10774,regular,22.49
2752,regular,20.59
2752,premium,23.49
2752,diesel,22.99
10403,diesel,23.45
10403,regular,17.99
10403,premium,19.69
10450,regular,17.59
10450,diesel,22.99
10450,premium,22.5
10335,regular,18.49
10335,premium,19.69
10763,regular,19.29
10763,diesel,22.99
10513,regular,22.39
10513,premium,23.64
10537,regular,22.39
10537,premium,23.64
10482,regular,25.78
10717,regular,22.69
10717,premium,24.99
10409,premium,25.39
10409,regular,22.69
10409,diesel,23.99
10546,premium,24.99
10546,diesel,24.49
10546,regular,22.99
2780,regular,21.99
2780,diesel,23.19
2780,premium,24.49
10695,regular,23.79
10695,premium,25.34
10316,diesel,24.29
10316,regular,23.09
10316,premium,25.69
10330,regular,21.15
10330,premium,23.81
10641,regular,20.89
10603,regular,22.69
10740,premium,24.59
10740,regular,22.69
10625,regular,21.98
10514,regular,22.4
10569,premium,21.99
10569,regular,21.39
10569,diesel,17.34
10523,regular,21.99
2932,regular,21.29
2932,premium,23.99
10747,regular,18.99
10747,diesel,22.99
10437,regular,22.37
10271,diesel,24.29
10271,regular,22.59
10627,regular,22.31
10399,diesel,24.39
10399,regular,23.59
10399,premium,25.99
10361,diesel,22
10361,premium,24.99
10361,regular,21.99
10438,regular,17.99
10509,regular,23.09
10509,premium,25.59
10582,regular,20.79
10582,premium,22.89
10731,regular,23.12
2896,regular,21.69
2896,diesel,23.19
2896,premium,23.99
10481,regular,22.85
10321,regular,22.63
10439,regular,22.85
10281,regular,24.29
10729,regular,24.29
10781,regular,24.29
10424,regular,23.29
10424,premium,25.99
10378,premium,25.29
10378,regular,22.69
10455,regular,22.85
10320,regular,22.99
10320,diesel,24.95
2776,regular,21.09
2776,diesel,23.09
2776,premium,24.99
10332,regular,24.3
10262,regular,23.92
10262,premium,25.86
10502,regular,21.25
10502,diesel,23.19
10502,premium,23.44
10279,regular,23.89
10753,regular,23
10753,diesel,24.71
10753,premium,24.15
10395,diesel,24.71
10395,regular,23
10395,premium,24.15
10506,regular,24.89
10506,diesel,24.49
10460,regular,20.99
10764,regular,21.59
10446,regular,21.99
2910,regular,21.39
10624,regular,23.6
10624,premium,25.1
11898,regular,22.59
11898,premium,24.79
11897,regular,23.1
11896,regular,22.39
11896,premium,25.15
3104,regular,23.94
2985,regular,23.58
2784,regular,22.79
2952,regular,23.94
2843,regular,23.18
10056,diesel,25.25
10056,regular,23.8
10056,premium,25.8
10015,diesel,23.79
10015,premium,24.99
10015,regular,21.99
10237,diesel,23.79
10237,premium,24.99
10237,regular,21.99
10149,regular,23.03
10149,diesel,20.13
10243,regular,21.8
10243,diesel,19.92
10017,regular,22.99
3132,regular,22.48
9965,regular,22.1
10097,regular,17.59
10097,diesel,22.99
10025,regular,22.95
10025,premium,24.95
10137,regular,22.89
10137,premium,25.79
10071,regular,22.6
10040,regular,22.4
10206,regular,22.77
10206,diesel,24.29
10206,premium,25.79
10223,regular,22.25
9955,regular,22.59
10099,regular,21.95
2900,regular,22.29
10148,regular,22.49
10124,diesel,23.5
10124,regular,21.5
10002,regular,15.87
10002,diesel,16.79
10036,regular,20.88
10138,regular,20.88
10134,regular,22.88
10044,regular,22.59
10159,regular,21.25
9946,regular,21.35
10168,regular,22.29
2954,regular,23.79
2954,premium,25.79
2954,diesel,24.59
10080,regular,23.49
10188,regular,21.59
10248,regular,22.29
10260,regular,22.69
10126,regular,24.57
10126,premium,26.19
9996,diesel,24.39
9996,premium,25.59
9996,regular,22.99
10135,regular,24.89
10135,diesel,24.49
10085,regular,23.18
10079,diesel,23.85
10079,regular,21.94
10079,premium,24.04
9974,regular,23.29
9974,premium,24.64
2945,regular,23.62
9981,regular,24.89
9981,diesel,24.49
10032,regular,23.69
9977,regular,24.89
9960,premium,23.49
9960,regular,19.93
9960,diesel,23.03
10113,regular,21.99
10113,diesel,23.98
9943,regular,24.89
10227,regular,24.89
9929,diesel,23.85
9929,regular,21.94
9929,premium,24.04
10202,regular,21.19
10202,premium,24.79
10016,regular,22.95
10016,premium,25.19
2855,regular,22.4
10251,premium,23.99
10251,regular,21.99
10235,premium,26.19
10235,regular,22.79
9995,regular,24.89
10226,diesel,24.39
10226,premium,25.99
10226,regular,22.99
10211,regular,24.89
10057,regular,24.89
10102,regular,25.27
10102,premium,26.19
10155,regular,25.58
10155,premium,26.19
10029,regular,22.89
10029,diesel,24.49
10029,premium,24.74
10191,regular,23.19
10191,premium,25.99
2775,diesel,24
2775,regular,23
2775,premium,24.5
10007,regular,23.29
10007,premium,24.64
10152,regular,22.35
10152,premium,21.27
10152,diesel,18.3
9964,regular,21.6
10014,regular,23.45
10034,regular,21.29
10200,regular,22.54
10200,diesel,23.99
9983,regular,22.46
9983,premium,24.41
10144,regular,21.19
10179,premium,23.24
10179,regular,20.99
10258,regular,21.78
2960,regular,22.39
10111,regular,21.15
10019,regular,22.24
10253,regular,21.78
10116,regular,23.92
9994,diesel,24.39
9994,premium,21.28
9994,regular,18.38
10186,regular,21.19
9925,regular,23.59
9925,diesel,23.99
10066,diesel,24.99
10066,regular,22.6
10255,regular,20.49
10011,regular,21.55
2949,regular,21.99
10039,regular,22.2
10095,regular,21.89
10074,premium,23.99
10074,regular,21.74
10074,diesel,23.24
10122,diesel,24.25
10122,regular,22.99
10003,regular,16.98
10214,premium,23.84
10214,diesel,23.24
10214,regular,20.99
10252,regular,21.99
10252,premium,24.55
10252,diesel,24.4
10082,diesel,22.99
10082,regular,20.49
9953,regular,22.1
9953,premium,23.8
9934,regular,22.49
9934,diesel,24.35
3119,regular,23.93
9967,regular,23.8
9959,regular,21.19
9959,premium,23.75
10128,regular,22.9
10128,diesel,24.1
10037,regular,22.49
10037,premium,24.99
10037,diesel,23.64
10042,regular,21.69
10042,premium,23.89
10216,regular,21.4
10216,diesel,22.8
